#! FIELDS phi projection
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  15
#! SET periodic_phi true
   -3.141592654   54.823380345
   -2.722713633   50.582106356
   -2.303834613   26.612514920
   -1.884955592   36.647942272
   -1.466076572   28.386523042
   -1.047197551    3.637250505
   -0.628318531   18.117478293
   -0.209439510   15.366674532
    0.209439510    0.000000000
    0.628318531   22.984660278
    1.047197551   23.497444898
    1.466076572   18.019067064
    1.884955592   47.322281697
    2.303834613   49.995988819
    2.722713633   42.989386506
