#! FIELDS phi projection
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  51
#! SET periodic_phi true
   -3.141592654   12.666011812
   -3.018392942    8.147129537
   -2.895193230    5.255328808
   -2.771993518    3.677968019
   -2.648793806    3.064111369
   -2.525594094    3.135794313
   -2.402394382    3.694602579
   -2.279194670    4.593136058
   -2.155994958    5.559711455
   -2.032795246    6.173470020
   -1.909595535    6.047673047
   -1.786395823    5.073470509
   -1.663196111    3.497407841
   -1.539996399    1.766383389
   -1.416796687    0.423024117
   -1.293596975    0.000000000
   -1.170397263    0.906550631
   -1.047197551    3.281778791
   -0.923997839    6.939965765
   -0.800798127   11.487236828
   -0.677598415   16.504741882
   -0.554398704   21.663050865
   -0.431198992   26.671044131
   -0.307999280   31.038630315
   -0.184799568   34.076126141
   -0.061599856   35.342198123
    0.061599856   34.886025227
    0.184799568   33.005613482
    0.307999280   29.933392308
    0.431198992   25.831066726
    0.554398704   21.005379842
    0.677598415   16.008860053
    0.800798127   11.500695551
    0.923997839    8.172376563
    1.047197551    6.701217209
    1.170397263    7.635946520
    1.293596975   11.216667883
    1.416796687   17.261014862
    1.539996399   25.175598607
    1.663196111   34.034060492
    1.786395823   42.796221641
    1.909595535   50.504908610
    2.032795246   56.410907721
    2.155994958   59.956984855
    2.279194670   60.647031270
    2.402394382   57.931234148
    2.525594094   51.969719584
    2.648793806   43.969018949
    2.771993518   35.179393724
    2.895193230   26.565127212
    3.018392942   18.887731898
