#! FIELDS phi projection
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  51
#! SET periodic_phi true
   -3.141592654   15.248561382
   -3.018392942   10.008596406
   -2.895193230    6.027312326
   -2.771993518    3.632309222
   -2.648793806    2.789451960
   -2.525594094    3.210869381
   -2.402394382    4.460745097
   -2.279194670    6.054292128
   -2.155994958    7.457472317
   -2.032795246    8.141380050
   -1.909595535    7.739799932
   -1.786395823    6.263229373
   -1.663196111    4.156685620
   -1.539996399    2.037793080
   -1.416796687    0.487649272
   -1.293596975    0.000000000
   -1.170397263    0.944400918
   -1.047197551    3.493936172
   -0.923997839    7.537884371
   -0.800798127   12.635027684
   -0.677598415   18.078736585
   -0.554398704   23.128665225
   -0.431198992   27.296924531
   -0.307999280   30.420901257
   -0.184799568   32.496855027
   -0.061599856   33.586302209
    0.061599856   33.748945383
    0.184799568   32.933650388
    0.307999280   30.923058353
    0.431198992   27.504894092
    0.554398704   22.807130660
    0.677598415   17.448025501
    0.800798127   12.431649664
    0.923997839    8.896932733
    1.047197551    7.771280805
    1.170397263    9.434080726
    1.293596975   13.547158418
    1.416796687   19.154002649
    1.539996399   25.008868415
    1.663196111   29.956571230
    1.786395823   33.276882097
    1.909595535   35.033531190
    2.032795246   35.823176281
    2.155994958   36.121887463
    2.279194670   36.140262291
    2.402394382   35.897042515
    2.525594094   35.240812191
    2.648793806   33.789789685
    2.771993518   30.986388885
    2.895193230   26.588263087
    3.018392942   21.064281175
